,Public_ID,First_Name,Last_Name,Gender,DOB,Age,Region,City,ChildID,Most_Recent_Call,Notable_Family_Member,Mafia_ID,Organisation
13191,P00526387,Umberto,Lombardo,M,1973-01-11,49,Sicily,Messina,,Ndr0005511,,Ndr0005511,'Ndrangheta
13192,P00526405,Lapo,Lombardo,M,1933-01-04,89,Sicily,Gela,P0132549,Cos0004666,,Cos0004666,Cosa Nostra
13193,P00772471,Azzurra,Mazza,F,1983-11-19,38,Campania,Naples,P0102053,Cos0004666,,Cos0004666,Cosa Nostra
13194,P00526447,Alessandra,Lombardo,F,2006-03-14,16,Sicily,Gela,,Cam0003946,,Cam0003946,Camorra
13195,P00756005,Lorenza,Amato,F,1950-02-01,72,Campania,Salerno,P0101513,Cam0003946,,Cam0003946,Camorra
13196,P00526520,Fabio,Lombardo,M,1979-08-14,42,Sicily,Trapani,,Ndr0004848,,Ndr0004848,'Ndrangheta
13197,P00526533,Giuliano,Lombardo,M,1988-08-01,33,Sicily,Gela,,Ndr0003264,,Ndr0003264,'Ndrangheta
13198,P00819444,Lucia,Benedetti,F,1950-05-04,71,Sicily,Syracuse,P0249753,Ndr0003264,,Ndr0003264,'Ndrangheta
13199,P00526626,Lapo,Lombardo,M,1948-05-24,73,Sicily,Messina,P0044114,Ndr0001704,,Ndr0001704,'Ndrangheta
13200,P00613681,Andrea,Ferri,M,1975-07-05,46,Sicily,Syracuse,,Ndr0001704,,Ndr0001704,'Ndrangheta
13201,P00526643,Corrado,Lombardo,M,1981-08-18,40,Sicily,Catania,P0195322,Ndr0005357,,Ndr0005357,'Ndrangheta
13202,P00526773,Gioia,Serra,F,2005-11-26,16,Calabria,Reggio Calabria,,Cam0003173,,Cam0003173,Camorra
13203,P00852626,Stella,Palmieri,F,1935-02-18,87,Puglia,Andria,P0039077,Cam0003173,,Cam0003173,Camorra
13204,P00527016,Carlotta,Serra,F,1931-07-18,90,Calabria,Catanzaro,P0093457,Cos0002286,,Cos0002286,Cosa Nostra
13205,P00527030,Leonardo,Serra,M,1932-06-02,89,Calabria,Cosenza,P0202754,Cam0000079,,Cam0000079,Camorra
13206,P00527086,Emma,Serra,F,1943-06-25,78,Calabria,Lamezia Terme,P0232618,Ndr0005644,,Ndr0005644,'Ndrangheta
13207,P00527160,Gabriella,Serra,F,1941-06-23,80,Calabria,Vibo Valentia,P0235828,Ndr0000153,,Ndr0000153,'Ndrangheta
13208,P00527173,Michele,Serra,M,2001-07-16,20,Calabria,Rende,,Ndr0000749,,Ndr0000749,'Ndrangheta
13209,P00527204,Elettra,Serra,F,1998-12-27,23,Calabria,Catanzaro,,Cam0000288,,Cam0000288,Camorra
13210,P00527246,Raffaele,Serra,M,1941-08-24,80,Calabria,Rende,P0138918,Ndr0002001,,Ndr0002001,'Ndrangheta
13211,P00527561,Emanuele,Serra,M,1974-08-16,47,Calabria,Lamezia Terme,,Cam0004230,,Cam0004230,Camorra
13212,P00527610,Cecilia,Serra,F,1947-06-16,74,Calabria,Montalto Uffugo,P0048160,Cos0000151,,Cos0000151,Cosa Nostra
13213,P00597008,Mauro,Ferraro,M,1960-05-28,61,Calabria,Crotone,P0076470,Cos0000151,,Cos0000151,Cosa Nostra
13214,P00527706,Francesca,Serra,F,1988-03-07,34,Calabria,Castrovillari,,Cos0005433,,Cos0005433,Cosa Nostra
13215,P00527747,Alessandro,Serra,M,1999-07-17,22,Calabria,Reggio Calabria,,Cam0005488,,Cam0005488,Camorra
13216,P00527900,Valentino,Serra,M,1984-06-22,37,Calabria,Cosenza,,Cam0005019,,Cam0005019,Camorra
13217,P00648352,Sergio,Grasso,M,1977-07-21,44,Puglia,Andria,,Cam0005019,,Cam0005019,Camorra
13218,P00527958,Zeno,Serra,M,1991-10-13,30,Calabria,Acri,,Cam0003556,,Cam0003556,Camorra
13219,P00528007,Violante,Serra,F,1934-02-08,88,Calabria,Rende,P0121925,Cam0005520,,Cam0005520,Camorra
13220,P00528100,Daniele,Serra,M,1960-11-16,61,Calabria,Acri,P0216055,Cam0005850,,Cam0005850,Camorra
13221,P00666746,Ludovico,Messina,M,1970-07-21,51,Puglia,Taranto,,Cam0005850,,Cam0005850,Camorra
13222,P00528117,Michele,Serra,M,1957-11-17,64,Calabria,Rende,P0228216,Cam0000280,,Cam0000280,Camorra
13223,P00851030,Raffaele,Guerra,M,1971-04-02,51,Sicily,Vittoria,,Cam0000280,,Cam0000280,Camorra
13224,P00528311,Sebastiano,Serra,M,1966-02-22,56,Calabria,Acri,P0045753,Ndr0000853,,Ndr0000853,'Ndrangheta
13225,P00528361,Azzurra,Serra,F,1978-04-07,44,Calabria,Castrovillari,,Cos0003557,,Cos0003557,Cosa Nostra
13226,P00528474,Arianna,Serra,F,1995-04-26,26,Calabria,Rende,,Ndr0004474,,Ndr0004474,'Ndrangheta
13227,P00859991,Massimiliano,Bernardi,M,1962-10-15,59,Sicily,Catania,P0234340,Ndr0004474,,Ndr0004474,'Ndrangheta
13228,P00528503,Niccolo,Serra,M,1965-10-03,56,Calabria,Catanzaro,,Cam0000151,,Cam0000151,Camorra
13229,P00553622,Viola,D'angelo,F,1982-10-09,39,Puglia,Lecce,,Cam0000151,,Cam0000151,Camorra
13230,P00528527,Giulia,Serra,F,1948-02-05,74,Calabria,Catanzaro,P0043669,Cam0003107,,Cam0003107,Camorra
13231,P00546573,Ludovica,De Santis,F,1972-03-18,50,Sicily,Syracuse,,Cam0003107,,Cam0003107,Camorra
13232,P00528542,Paolo,Serra,M,1997-11-25,24,Calabria,Montalto Uffugo,,Cos0002187,,Cos0002187,Cosa Nostra
13233,P00528581,Salvatore,Serra,M,1995-12-31,26,Calabria,Vibo Valentia,,Cos0005451,,Cos0005451,Cosa Nostra
13234,P00528618,Federico,Serra,M,2000-01-02,22,Calabria,Corigliano-Rossano,,Ndr0000610,,Ndr0000610,'Ndrangheta
13235,P00997989,Valentina,Negri,F,1987-11-07,34,Puglia,Taranto,,Ndr0000610,,Ndr0000610,'Ndrangheta
13236,P00528733,Valerio,Serra,M,1971-10-29,50,Calabria,Rende,,Sac0000594,,Sac0000594,Sacra Corona Unita
13237,P00528818,Ilaria,Serra,F,2002-02-09,20,Calabria,Rende,,Cam0005087,,Cam0005087,Camorra
13238,P00626519,Silvio,Bianco,M,1971-01-19,51,Campania,Benevento,P0014416,Cam0005087,,Cam0005087,Camorra
13239,P00925097,Caterina,Battaglia,F,1979-05-26,42,Puglia,Lecce,,Cam0005087,,Cam0005087,Camorra
13240,P00529056,Adriano,Serra,M,1987-08-19,34,Calabria,Catanzaro,,Cos0004832,,Cos0004832,Cosa Nostra
13241,P00904852,Mattia,Donati,M,1933-02-27,89,Sicily,Trapani,P0193220,Cos0004832,Cam0002549,Cos0004832,Cosa Nostra
13242,P00529088,Paola,Serra,F,1971-05-03,50,Calabria,Catanzaro,P0006967,Cam0006000,,Cam0006000,Camorra
13243,P00730693,Benedetta,Rizzi,F,1939-02-26,83,Puglia,Andria,P0113380,Cam0006000,,Cam0006000,Camorra
13244,P00529170,Dario,Serra,M,1932-11-09,89,Campania,Avellino,P0047259,Ndr0004291,,Ndr0004291,'Ndrangheta
13245,P00856234,Lapo,Bernardi,M,1999-03-29,23,Campania,Avellino,,Ndr0004291,,Ndr0004291,'Ndrangheta
13246,P00529201,Valentino,Serra,M,1989-01-30,33,Campania,Caserta,,Cam0003275,,Cam0003275,Camorra
13247,P00529206,Giovanna,Serra,F,1970-02-15,52,Campania,Avellino,,Cam0001540,,Cam0001540,Camorra
13248,P00529425,Matilde,Serra,F,1983-09-27,38,Campania,Naples,,Cos0001902,,Cos0001902,Cosa Nostra
13249,P00529496,Andrea,Serra,M,2000-03-09,22,Campania,Benevento,,Sac0001602,,Sac0001602,Sacra Corona Unita
13250,P00529574,Elettra,Serra,F,1949-01-12,73,Campania,Salerno,P0118713,Cam0005419,,Cam0005419,Camorra
13251,P00534839,Noemi,Serra,F,1949-05-14,72,Sicily,Palermo,,Cam0005419,,Cam0005419,Camorra
13252,P00529588,Umberto,Serra,M,1999-05-21,22,Campania,Avellino,,Cam0000509,,Cam0000509,Camorra
13253,P00529733,Giovanni,Serra,M,1973-07-18,48,Campania,Benevento,P0050195,Cos0003603,,Cos0003603,Cosa Nostra
13254,P00684663,Serena,Gatti,F,1953-05-28,68,Campania,Avellino,P0064910,Cos0003603,,Cos0003603,Cosa Nostra
13255,P00529801,Miriam,Serra,F,1937-09-08,84,Campania,Caserta,P0050736,Ndr0005088,,Ndr0005088,'Ndrangheta
13256,P00612792,Francesca,Ferri,F,1979-11-18,42,Sicily,Marsala,,Ndr0005088,,Ndr0005088,'Ndrangheta
13257,P00529874,Noemi,Serra,F,1964-10-26,57,Campania,Benevento,P0106301,Cos0001775,,Cos0001775,Cosa Nostra
13258,P00529926,Valentino,Serra,M,1958-08-24,63,Campania,Salerno,P0044530,Cam0001066,,Cam0001066,Camorra
13259,P00530024,Domenico,Serra,M,1968-10-16,53,Campania,Benevento,P0094972,Cam0001250,,Cam0001250,Camorra
13260,P00634092,Susanna,Marini,F,1963-04-02,59,Calabria,Lamezia Terme,,Cam0001250,,Cam0001250,Camorra
13261,P00530080,Matteo,Serra,M,1931-04-06,91,Campania,Naples,P0147118,Cam0005514,,Cam0005514,Camorra
13262,P00530141,Valentino,Serra,M,1991-05-19,30,Campania,Avellino,,Cam0002674,,Cam0002674,Camorra
13263,P00530242,Aurora,Serra,F,1974-11-25,47,Campania,Caserta,P0225403,Ndr0000776,,Ndr0000776,'Ndrangheta
13264,P00530289,Simone,Serra,M,2004-12-08,17,Campania,Caserta,,Cos0000412,,Cos0000412,Cosa Nostra
13265,P00530503,Emiliano,Serra,M,2006-03-26,16,Campania,Avellino,,Cos0002651,,Cos0002651,Cosa Nostra
13266,P00530511,Carlotta,Serra,F,1939-07-01,82,Campania,Benevento,P0231071,Ndr0004878,,Ndr0004878,'Ndrangheta
13267,P00530534,Noemi,Serra,F,1935-06-02,86,Campania,Naples,P0075745,Cos0003591,,Cos0003591,Cosa Nostra
13268,P00530585,Riccardo,Serra,M,1947-11-06,74,Campania,Benevento,P0245772,Ndr0000391,,Ndr0000391,'Ndrangheta
13269,P00850378,Antonello,Guerra,M,1955-08-30,66,Sicily,Trapani,P0148201,Ndr0000391,,Ndr0000391,'Ndrangheta
13270,P00530637,Emma,Serra,F,1990-04-20,31,Campania,Naples,,Cos0003742,,Cos0003742,Cosa Nostra
13271,P00530643,Aldo,Serra,M,1940-06-27,81,Campania,Naples,P0037178,Cos0000699,,Cos0000699,Cosa Nostra
13272,P00858164,Debora,Bernardi,F,1993-07-15,28,Puglia,Bari,,Cos0000699,,Cos0000699,Cosa Nostra
13273,P00530800,Chiara,Serra,F,1999-09-30,22,Campania,Benevento,,Cam0002780,,Cam0002780,Camorra
13274,P00640540,Adriano,Marini,M,1967-01-16,55,Puglia,Andria,,Cam0002780,,Cam0002780,Camorra
13275,P00530892,Valeria,Serra,F,1995-06-26,26,Campania,Benevento,,Cam0002955,,Cam0002955,Camorra
13276,P00530924,Livia,Serra,F,1973-02-09,49,Campania,Caserta,,Cos0000771,,Cos0000771,Cosa Nostra
13277,P00553818,Salvatore,D'angelo,M,1943-09-19,78,Puglia,Andria,P0099660,Cos0000771,,Cos0000771,Cosa Nostra
13278,P00531079,Viola,Serra,F,2006-03-13,16,Campania,Caserta,,Cam0002011,,Cam0002011,Camorra
13279,P00531165,Angelo,Serra,M,1981-07-25,40,Campania,Avellino,,Cam0001604,,Cam0001604,Camorra
13280,P00531185,Paolo,Serra,M,1956-03-30,66,Campania,Naples,P0123428,Cam0001992,Sac0001657,Cam0001992,Camorra
13281,P00555736,Nicoletta,D'angelo,F,1962-01-01,60,Sicily,Syracuse,,Cam0001992,,Cam0001992,Camorra
13282,P00531330,Rocco,Serra,M,1954-12-19,67,Campania,Salerno,P0202825,Cam0003217,,Cam0003217,Camorra
13283,P00531522,Angelo,Serra,M,1934-03-10,88,Campania,Naples,P0173889,Cos0004086,,Cos0004086,Cosa Nostra
13284,P00531574,Marco,Serra,M,1969-07-28,52,Puglia,Foggia,P0230659,Ndr0003033,,Ndr0003033,'Ndrangheta
13285,P00587315,Tiziano,Conte,M,1939-05-29,82,Calabria,Cosenza,P0046893,Ndr0003033,,Ndr0003033,'Ndrangheta
13286,P00531640,Raffaello,Serra,M,1989-10-04,32,Puglia,Foggia,,Sac0001701,,Sac0001701,Sacra Corona Unita
13287,P00531689,Carlo,Serra,M,1997-01-03,25,Puglia,Foggia,,Cos0002598,,Cos0002598,Cosa Nostra
13288,P00531700,Matteo,Serra,M,1940-06-11,81,Puglia,Andria,P0091428,Sac0000061,,Sac0000061,Sacra Corona Unita
13289,P00531709,Gabriele,Serra,M,1971-04-12,51,Puglia,Foggia,,Cam0002489,,Cam0002489,Camorra
13290,P00531741,Nicoletta,Serra,F,1994-06-19,27,Puglia,Taranto,,Cam0005202,,Cam0005202,Camorra
13291,P00743784,Giada,Morelli,F,1987-05-17,34,Calabria,Cosenza,,Cam0005202,,Cam0005202,Camorra
13292,P00809032,Anna,Giuliani,F,1960-11-30,61,Puglia,Taranto,P0017329,Cam0005202,,Cam0005202,Camorra
13293,P00864465,Roberta,Fiore,F,1962-04-16,59,Campania,Salerno,P0062952,Cam0005202,,Cam0005202,Camorra
13294,P00531796,Chiara,Serra,F,2001-02-11,21,Puglia,Bari,,Cam0004216,,Cam0004216,Camorra
13295,P00531914,Claudia,Serra,F,1938-09-01,83,Puglia,Bari,P0104409,Cos0002764,,Cos0002764,Cosa Nostra
13296,P00532106,Silvio,Serra,M,1968-03-28,54,Puglia,Taranto,,Ndr0000291,Ndr0004417,Ndr0000291,'Ndrangheta
13297,P00532121,Alfredo,Serra,M,1978-05-25,43,Puglia,Lecce,,Ndr0001370,,Ndr0001370,'Ndrangheta
13298,P00671549,Diego,Sala,M,1930-07-30,91,Calabria,Vibo Valentia,P0118596,Ndr0001370,,Ndr0001370,'Ndrangheta
13299,P00532281,Federico,Serra,M,1969-11-22,52,Puglia,Taranto,,Cam0005820,,Cam0005820,Camorra
13300,P00532313,Michele,Serra,M,1964-06-19,57,Puglia,Taranto,,Cam0003246,,Cam0003246,Camorra
13301,P00532411,Edoardo,Serra,M,1967-07-29,54,Puglia,Lecce,,Sac0000899,,Sac0000899,Sacra Corona Unita
13302,P00649718,Renato,Grasso,M,1998-09-14,23,Sicily,Vittoria,,Sac0000899,,Sac0000899,Sacra Corona Unita
13303,P00875137,Alessia,De Rosa,F,1933-05-09,88,Sicily,Palermo,P0247198,Sac0000899,,Sac0000899,Sacra Corona Unita
13304,P00532468,Raffaella,Serra,F,2003-11-15,18,Puglia,Andria,,Cam0001150,,Cam0001150,Camorra
13305,P00532489,Emiliano,Serra,M,1935-04-12,87,Puglia,Andria,P0196878,Ndr0005394,,Ndr0005394,'Ndrangheta
13306,P00532490,Luisa,Serra,F,1987-03-20,35,Puglia,Lecce,,Cam0000381,,Cam0000381,Camorra
13307,P00613413,Giorgia,Ferri,F,1937-03-21,85,Sicily,Syracuse,P0219436,Cam0000381,,Cam0000381,Camorra
13308,P00532511,Giuliano,Serra,M,1974-11-27,47,Puglia,Bari,,Ndr0000030,,Ndr0000030,'Ndrangheta
13309,P00532652,Emilia,Serra,F,1934-11-18,87,Puglia,Andria,P0241221,Ndr0003672,,Ndr0003672,'Ndrangheta
13310,P00540136,Giuliano,De Santis,M,1936-01-30,86,Campania,Benevento,P0173866,Ndr0003672,,Ndr0003672,'Ndrangheta
13311,P00532763,Eva,Serra,F,2004-02-23,18,Puglia,Taranto,,Cos0002883,,Cos0002883,Cosa Nostra
13312,P00532820,Elettra,Serra,F,1983-11-01,38,Puglia,Andria,,Cam0001118,,Cam0001118,Camorra
13313,P00532959,Ilaria,Serra,F,1984-12-20,37,Puglia,Bari,,Ndr0004251,,Ndr0004251,'Ndrangheta
13314,P00532969,Paola,Serra,F,1976-01-16,46,Puglia,Bari,,Cam0002858,,Cam0002858,Camorra
13315,P00834494,Margherita,Caputo,F,2001-08-17,20,Puglia,Andria,,Cam0002858,,Cam0002858,Camorra
13316,P00532997,Noemi,Serra,F,1972-03-10,50,Puglia,Taranto,P0129898,Cos0003459,,Cos0003459,Cosa Nostra
13317,P00533120,Fulvio,Serra,M,1959-05-02,62,Puglia,Lecce,P0143740,Ndr0002688,,Ndr0002688,'Ndrangheta
13318,P00533128,Fabio,Serra,M,2000-11-23,21,Puglia,Andria,,Cos0003059,,Cos0003059,Cosa Nostra
13319,P00533325,Salvo,Serra,M,1937-06-20,84,Puglia,Taranto,P0136190,Cam0002267,,Cam0002267,Camorra
13320,P00559909,Giuliano,Marchetti,M,1957-03-06,65,Campania,Naples,P0114906,Cam0002267,,Cam0002267,Camorra
13321,P00533329,Mirco,Serra,M,1999-06-16,22,Puglia,Bari,,Ndr0005894,,Ndr0005894,'Ndrangheta
13322,P00668294,Benedetta,Messina,F,1973-12-06,48,Sicily,Messina,,Ndr0005894,,Ndr0005894,'Ndrangheta
13323,P00705671,Fausto,Palumbo,M,1959-12-15,62,Sicily,Syracuse,P0182856,Ndr0005894,,Ndr0005894,'Ndrangheta
13324,P00533338,Antonella,Serra,F,1943-01-28,79,Puglia,Foggia,P0172647,Ndr0002855,,Ndr0002855,'Ndrangheta
13325,P00533459,Tiziano,Serra,M,2001-07-23,20,Puglia,Andria,,Sac0000550,,Sac0000550,Sacra Corona Unita
13326,P00533552,Gabriella,Serra,F,1965-05-19,56,Puglia,Lecce,,Cos0004517,,Cos0004517,Cosa Nostra
13327,P00533626,Martina,Serra,F,1947-09-17,74,Puglia,Andria,,Cam0005385,,Cam0005385,Camorra
13328,P00707480,Giovanna,Sanna,F,1943-08-01,78,Calabria,Corigliano-Rossano,P0110006,Cam0005385,,Cam0005385,Camorra
13329,P00533675,Fabio,Serra,M,1971-07-25,50,Puglia,Foggia,,Cam0001125,,Cam0001125,Camorra
13330,P00533754,Mauro,Serra,M,1975-06-12,46,Puglia,Lecce,,Cam0000875,,Cam0000875,Camorra
13331,P00533813,Lucio,Serra,M,1947-02-27,75,Puglia,Foggia,P0224245,Cos0002317,,Cos0002317,Cosa Nostra
13332,P00533820,Gabriele,Serra,M,1981-02-09,41,Puglia,Taranto,,Cos0001622,,Cos0001622,Cosa Nostra
13333,P00533822,Cecilia,Serra,F,1981-01-18,41,Puglia,Bari,,Ndr0000984,,Ndr0000984,'Ndrangheta
13334,P00700752,Iole,Palumbo,F,2001-08-08,20,Campania,Avellino,,Ndr0000984,,Ndr0000984,'Ndrangheta
13335,P00533828,Cecilia,Serra,F,1942-09-03,79,Puglia,Taranto,P0079129,Cos0005217,,Cos0005217,Cosa Nostra
13336,P00533861,Aldo,Serra,M,1970-10-10,51,Puglia,Andria,P0142744,Cam0004094,,Cam0004094,Camorra
13337,P00533980,Federica,Serra,F,1935-11-06,86,Puglia,Taranto,,Cam0002195,,Cam0002195,Camorra
13338,P00534034,Giorgia,Serra,F,1932-07-27,89,Sicily,Trapani,P0247261,Ndr0004497,,Ndr0004497,'Ndrangheta
13339,P00534122,Adriano,Serra,M,1997-06-01,24,Sicily,Syracuse,,Cos0004552,,Cos0004552,Cosa Nostra
13340,P00534151,Roberta,Serra,F,1940-01-03,82,Sicily,Catania,,Cam0000575,,Cam0000575,Camorra
13341,P00539333,Mirco,De Santis,M,1965-06-30,56,Calabria,Reggio Calabria,,Cam0000575,,Cam0000575,Camorra
13342,P00676361,Sergio,Sala,M,1966-10-23,55,Puglia,Bari,,Cam0000575,,Cam0000575,Camorra
13343,P00711919,Mirco,Sanna,M,1996-09-09,25,Puglia,Andria,,Cam0000575,,Cam0000575,Camorra
13344,P00534204,Diego,Serra,M,1940-06-21,81,Sicily,Caltanissetta,,Cos0004105,,Cos0004105,Cosa Nostra
13345,P00534688,Greta,Serra,F,1992-12-06,29,Sicily,Syracuse,,Cam0004520,,Cam0004520,Camorra
13346,P00534838,Massimo,Serra,M,1970-11-17,51,Sicily,Ragusa,P0072608,Cam0001883,,Cam0001883,Camorra
13347,P00620870,Davide,Fabbri,M,2003-04-01,19,Puglia,Bari,,Cam0001883,,Cam0001883,Camorra
13348,P00535035,Sofia,Serra,F,1959-02-12,63,Sicily,Marsala,P0209181,Sac0001535,,Sac0001535,Sacra Corona Unita
13349,P00535268,Sergio,Serra,M,1977-07-14,44,Sicily,Messina,P0092267,Ndr0004495,,Ndr0004495,'Ndrangheta
13350,P00535276,Michele,Serra,M,1999-03-30,23,Sicily,Messina,,Cos0004118,,Cos0004118,Cosa Nostra
13351,P00680000,Cosimo,De Angelis,M,1952-06-30,69,Puglia,Taranto,P0215865,Cos0004118,,Cos0004118,Cosa Nostra
13352,P00535284,Elena,Serra,F,1952-03-25,70,Sicily,Gela,P0032221,Cam0005076,,Cam0005076,Camorra
13353,P00535285,Giulia,Serra,F,1937-08-31,84,Sicily,Marsala,P0032221,Cos0002907,,Cos0002907,Cosa Nostra
13354,P00535385,Susanna,Serra,F,1933-05-31,88,Sicily,Marsala,P0175853,Cam0006226,,Cam0006226,Camorra
13355,P00844331,Serena,Montanari,F,1959-12-31,62,Sicily,Caltanissetta,P0102583,Cam0006226,,Cam0006226,Camorra
13356,P00535461,Antonia,Serra,F,1960-05-03,61,Sicily,Messina,P0052639,Cos0002699,,Cos0002699,Cosa Nostra
13357,P00690631,Michele,Pellegrini,M,1961-04-01,61,Calabria,Catanzaro,P0058721,Cos0002699,,Cos0002699,Cosa Nostra
13358,P00535512,Lorenzo,Serra,M,1995-01-19,27,Sicily,Vittoria,,Sac0000401,,Sac0000401,Sacra Corona Unita
13359,P00535569,Silvio,Serra,M,1959-08-27,62,Sicily,Syracuse,,Cam0003016,,Cam0003016,Camorra
13360,P00535571,Mirco,Serra,M,1934-09-24,87,Sicily,Ragusa,P0157530,Cos0005299,,Cos0005299,Cosa Nostra
13361,P00535621,Maurizio,Serra,M,1961-11-10,60,Sicily,Trapani,P0186618,Ndr0001319,,Ndr0001319,'Ndrangheta
13362,P00535872,Francesco,Serra,M,1984-01-25,38,Sicily,Syracuse,,Ndr0001487,,Ndr0001487,'Ndrangheta
13363,P00535883,Lapo,Serra,M,2002-07-13,19,Sicily,Vittoria,,Ndr0005785,,Ndr0005785,'Ndrangheta
13364,P00535900,Maurizio,Serra,M,1949-02-27,73,Sicily,Palermo,P0149352,Cos0002797,,Cos0002797,Cosa Nostra
13365,P00822533,Maria,Rossetti,F,1962-04-17,59,Calabria,Crotone,P0031461,Cos0002797,,Cos0002797,Cosa Nostra
13366,P00535941,Lorenzo,Serra,M,1952-05-03,69,Sicily,Syracuse,P0243172,Cam0006348,,Cam0006348,Camorra
13367,P00536030,Monica,Serra,F,1982-03-16,40,Sicily,Palermo,,Ndr0003578,,Ndr0003578,'Ndrangheta
13368,P00536066,Costanza,Serra,F,1989-09-24,32,Sicily,Catania,,Ndr0000028,,Ndr0000028,'Ndrangheta
13369,P00536084,Giovanni,Serra,M,1941-03-10,81,Sicily,Marsala,P0244001,Cos0001292,,Cos0001292,Cosa Nostra
13370,P00904656,Raul,Donati,M,1946-06-21,75,Sicily,Trapani,P0228987,Cos0001292,,Cos0001292,Cosa Nostra
13371,P00536300,Flavia,Serra,F,1999-03-08,23,Sicily,Syracuse,,Cam0002801,,Cam0002801,Camorra
13372,P00536392,Federica,Serra,F,1951-04-19,70,Sicily,Palermo,,Sac0001929,,Sac0001929,Sacra Corona Unita
13373,P00536445,Fabrizio,Serra,M,1935-07-24,86,Sicily,Catania,P0173734,Sac0001639,,Sac0001639,Sacra Corona Unita
13374,P00536655,Davide,Coppola,M,1953-05-20,68,Calabria,Cosenza,,Sac0001131,,Sac0001131,Sacra Corona Unita
13375,P00536675,Tullia,Coppola,F,1931-02-27,91,Calabria,Montalto Uffugo,P0172741,Cam0006423,,Cam0006423,Camorra
13376,P00536710,Antonello,Coppola,M,1969-08-18,52,Calabria,Corigliano-Rossano,P0198980,Cos0001766,,Cos0001766,Cosa Nostra
13377,P00536851,Rossana,Coppola,F,1965-05-07,56,Campania,Salerno,,Cam0003316,,Cam0003316,Camorra
13378,P00536875,Claudio,Coppola,M,1949-12-12,72,Campania,Salerno,P0245728,Ndr0000368,,Ndr0000368,'Ndrangheta
13379,P00955959,Bianca,Milani,F,1945-08-27,76,Sicily,Catania,,Ndr0000368,,Ndr0000368,'Ndrangheta
13380,P00536906,Massimiliano,Coppola,M,1971-04-08,51,Campania,Benevento,,Ndr0002176,,Ndr0002176,'Ndrangheta
13381,P00536946,Eva,Coppola,F,1977-12-26,44,Campania,Avellino,,Ndr0003120,,Ndr0003120,'Ndrangheta
13382,P00536983,Carla,Coppola,F,1945-07-19,76,Campania,Benevento,P0124745,Cos0003386,,Cos0003386,Cosa Nostra
13383,P00537199,Tiziano,Coppola,M,1971-09-03,50,Puglia,Taranto,P0046542,Cam0004616,,Cam0004616,Camorra
13384,P00537289,Dafne,Coppola,F,1987-05-27,34,Puglia,Andria,,Cam0001548,,Cam0001548,Camorra
13385,P00537303,Francesco,Coppola,M,1979-12-14,42,Sicily,Vittoria,,Cam0001475,,Cam0001475,Camorra
13386,P00869950,Bruno,De Rosa,M,1999-08-31,22,Calabria,Castrovillari,,Cam0001475,,Cam0001475,Camorra
13387,P00537485,Fabio,Coppola,M,1970-09-26,51,Sicily,Trapani,,Cam0006211,,Cam0006211,Camorra
13388,P00537547,Lorenza,De Santis,F,1988-12-25,33,Calabria,Lamezia Terme,,Ndr0002984,,Ndr0002984,'Ndrangheta
13389,P00537592,Sebastiano,De Santis,M,1979-12-07,42,Calabria,Catanzaro,P0022439,Cam0001174,,Cam0001174,Camorra
13390,P00537631,Luca,De Santis,M,1988-10-03,33,Calabria,Catanzaro,,Cam0006038,,Cam0006038,Camorra
13391,P00537638,Eleonora,De Santis,F,1951-06-11,70,Calabria,Rende,P0245565,Cam0006255,,Cam0006255,Camorra
13392,P00537731,Debora,De Santis,F,1986-11-12,35,Calabria,Vibo Valentia,,Cos0003368,,Cos0003368,Cosa Nostra
13393,P00537858,Viola,De Santis,F,1931-08-20,90,Calabria,Vibo Valentia,P0007664,Cam0005398,,Cam0005398,Camorra
13394,P00537861,Sebastiano,De Santis,M,1937-07-28,84,Calabria,Rende,,Cos0002795,,Cos0002795,Cosa Nostra
13395,P00676528,Carlotta,Sala,F,1968-02-08,54,Puglia,Bari,,Cos0002795,,Cos0002795,Cosa Nostra
13396,P00537891,Tullio,De Santis,M,1973-03-07,49,Calabria,Lamezia Terme,,Sac0000133,,Sac0000133,Sacra Corona Unita
13397,P00986640,Sofia,Damico,F,2003-07-14,18,Calabria,Lamezia Terme,,Sac0000133,,Sac0000133,Sacra Corona Unita
13398,P00537920,Raffaella,De Santis,F,1976-09-02,45,Calabria,Cosenza,,Cam0003082,,Cam0003082,Camorra
13399,P00538184,Simone,De Santis,M,1944-08-31,77,Calabria,Vibo Valentia,P0125351,Ndr0000665,,Ndr0000665,'Ndrangheta
13400,P00538232,Leonardo,De Santis,M,2005-01-28,17,Calabria,Crotone,,Ndr0004718,,Ndr0004718,'Ndrangheta
13401,P00538322,Anna,De Santis,F,1954-03-30,68,Calabria,Cosenza,P0097474,Ndr0004257,,Ndr0004257,'Ndrangheta
13402,P00721671,Giulio,Farina,M,1964-03-21,58,Puglia,Taranto,P0128834,Ndr0004257,,Ndr0004257,'Ndrangheta
13403,P00894948,Noemi,Riva,F,1941-09-04,80,Campania,Salerno,P0113806,Ndr0004257,,Ndr0004257,'Ndrangheta
13404,P00538713,Mirco,De Santis,M,1953-10-01,68,Calabria,Vibo Valentia,P0066193,Sac0001625,,Sac0001625,Sacra Corona Unita
13405,P00916604,Ezio,Vitali,M,1971-03-06,51,Campania,Benevento,,Sac0001625,,Sac0001625,Sacra Corona Unita
